,education,married,voted,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
13985,1,1,2,0,0,0,1,0,0,2,0,2.2
13986,2,1,2,0,1,0,1,0,0,3,1,1.7
13987,4,1,1,1,1,1,0,1,1,2,0,2.5
13988,2,2,1,1,1,1,0,2,1,2,1,1.5
13989,2,1,2,1,1,0,1,0,1,3,1,2.6
13990,1,1,2,0,0,0,1,0,0,3,1,2.4
13991,3,1,1,1,0,0,0,1,0,3,1,3.2
13992,1,1,2,1,1,1,1,0,0,3,1,3.4
13993,3,2,1,1,0,0,0,1,1,3,1,2
13994,2,1,2,1,0,1,0,1,1,4,2,3
13995,2,1,2,0,0,0,1,0,0,3,2,3.1
13996,2,1,2,1,1,1,0,1,0,3,1,1.4
13997,2,1,2,1,1,1,1,0,1,3,1,2.9
13998,3,1,1,1,1,0,0,1,1,2,0,3.8
13999,1,1,2,0,0,0,1,0,1,3,1,3.3
14000,2,1,2,1,0,0,0,1,0,4,2,3.7
14001,2,1,1,1,0,0,0,1,1,4,2,2.8
14002,3,1,2,1,1,0,0,1,0,3,1,2.1
14003,2,3,2,1,0,0,0,2,1,3,1,4
14004,4,2,1,1,1,1,0,3,1,1,0,0.3
14005,4,2,1,1,1,1,0,2,1,3,1,2
14006,1,1,2,0,0,0,1,0,1,3,1,2.7
14007,4,1,2,1,1,1,0,1,0,3,1,1.9
14008,3,1,1,1,1,1,0,1,1,4,2,1.7
14009,2,1,2,0,0,0,0,1,0,3,1,1.7
14010,3,2,1,0,1,1,0,2,1,1,0,0.6
14011,2,1,2,0,0,0,1,0,0,4,2,3.8
14012,3,1,2,0,0,0,0,1,0,3,1,3.3
14013,2,1,2,1,1,1,1,0,0,4,2,2.5
14014,3,1,2,1,0,0,0,1,0,3,1,3.9
14015,2,1,2,1,0,0,1,0,1,4,2,2.2
14016,2,1,1,1,0,0,0,1,1,4,2,3
14017,4,1,1,1,0,0,0,1,0,3,1,2.1
14018,3,3,2,0,0,0,0,1,1,1,0,2.8
14019,1,1,2,0,0,0,1,0,1,2,0,2.3
14020,3,2,1,1,0,0,0,1,1,3,1,2.6
14021,4,3,1,1,1,1,0,2,0,2,1,0.7
14022,2,1,1,1,0,0,0,1,1,4,2,3
14023,3,1,2,1,1,1,0,1,1,3,1,2.4
14024,4,3,1,1,1,1,0,1,1,3,1,2.3
14025,3,1,1,0,1,0,0,1,1,2,0,2.6
14026,4,2,1,1,1,1,0,2,0,2,0,1.3
14027,2,2,1,1,1,1,0,1,0,3,1,3.4
14028,2,1,2,1,0,0,0,1,1,4,2,2.8
14029,1,1,2,1,0,0,1,0,1,4,2,3.2
14030,2,1,1,1,1,1,0,1,1,4,2,3.1
14031,3,2,1,1,1,1,0,3,1,1,0,2.9
14032,4,2,2,0,0,0,0,2,1,3,1,2.1
14033,4,1,2,0,0,0,0,1,0,2,0,0.9
14034,3,3,2,1,0,1,0,2,1,3,1,2.2
14035,3,1,2,1,0,0,0,1,0,3,1,2.5
14036,2,1,2,1,1,0,1,0,0,3,1,1.3
14037,3,1,1,1,0,0,0,1,0,3,1,1.5
14038,2,1,2,0,1,0,1,0,0,4,2,3.5
14039,2,1,1,1,1,1,1,0,0,1,0,2.1
14040,3,2,1,1,1,1,0,1,1,3,1,1.6
14041,3,1,2,1,0,1,0,1,1,3,1,3.7
14042,1,1,2,0,0,0,1,0,0,2,1,4.2
14043,3,3,1,1,1,1,0,2,1,4,2,0.7
14044,2,1,1,1,0,0,0,1,1,4,2,3.1
14045,1,2,1,1,0,1,0,1,1,3,1,3.1
14046,1,1,2,1,0,0,1,0,1,3,1,2
14047,2,1,1,1,0,0,0,1,1,1,0,1.6
14048,2,2,2,1,0,1,0,3,1,2,0,1.2
14049,2,1,2,0,0,0,1,0,1,2,1,3.2
14050,3,3,1,1,0,0,0,2,1,2,1,2.9
14051,3,1,2,1,1,1,0,1,0,3,2,3
14052,2,2,1,0,0,0,0,1,0,2,1,4
14053,3,1,2,0,0,0,0,1,0,4,2,4
14054,2,2,1,1,0,0,0,2,1,3,1,1.8
14055,3,1,1,0,0,0,1,0,1,4,2,2.2
14056,4,1,1,1,1,1,0,1,0,4,2,2.2
14057,1,1,2,1,0,0,1,0,1,3,1,4.4
14058,4,3,2,1,1,1,0,2,0,2,1,3.8
14059,2,1,2,1,0,0,1,0,1,3,1,3
14060,4,1,1,1,1,0,0,1,0,3,1,2
14061,3,1,1,0,0,0,0,1,1,3,1,3.2
14062,1,1,2,0,0,0,1,0,0,4,2,1.5
14063,1,1,2,1,0,0,1,0,1,3,1,2
14064,2,1,2,1,0,0,1,0,1,3,1,3
14065,2,1,2,1,1,1,1,0,1,4,2,2.1
14066,2,1,2,1,0,0,1,0,0,3,2,3
14067,2,1,2,1,1,0,1,0,0,3,1,2
14068,3,1,2,0,0,0,0,1,0,3,1,2.7
14069,3,3,2,1,0,1,0,2,1,1,0,3
14070,3,2,2,1,0,1,0,2,1,2,0,1.9
14071,2,1,1,1,0,0,1,0,1,2,1,3.3
14072,2,2,2,1,0,0,0,1,1,3,1,3.4
14073,3,1,2,1,0,0,0,1,1,3,1,2.9
14074,2,1,2,1,0,0,1,0,1,4,2,4.5
14075,4,1,2,0,0,0,0,1,0,2,0,1.5
14076,2,1,1,0,0,0,0,1,1,3,1,1.1
14077,3,1,2,1,0,0,1,0,0,3,1,1.5
14078,2,1,1,1,1,1,0,2,0,2,0,1.6
14079,3,1,2,1,0,0,0,1,1,4,2,2.2
14080,2,1,2,1,0,0,1,0,0,4,2,2.2
14081,1,1,2,0,0,0,1,0,1,3,1,4
14082,4,2,1,1,0,0,0,1,1,4,2,1.4
14083,2,2,2,0,0,0,0,1,0,4,2,2.6
14084,3,2,2,1,1,1,0,2,1,3,1,4.4
14085,3,1,1,1,0,0,1,0,1,4,2,1.8
14086,4,2,1,1,0,1,0,1,0,3,1,2.4
14087,2,3,1,1,1,1,0,2,1,3,1,1.2
14088,3,1,2,0,0,0,1,0,0,2,0,2.2
14089,3,1,1,1,0,0,0,1,1,4,2,1.9
14090,4,1,1,0,0,0,0,1,0,3,1,1
14091,4,2,1,1,0,0,0,1,0,4,2,1.1
14092,1,1,1,1,0,0,0,1,1,3,1,1.4
14093,4,2,1,1,1,1,0,1,1,4,2,3.4
14094,2,1,2,0,0,0,0,1,1,2,1,3.6
14095,3,2,2,1,0,0,0,1,1,4,2,3.3
14096,4,1,2,1,1,1,0,1,0,4,2,2.2
14097,2,1,2,1,1,1,1,0,0,2,0,2.4
14098,3,1,1,1,0,0,0,1,0,3,1,1.2
14099,4,1,2,1,0,0,0,1,1,2,0,1.4
14100,2,2,1,0,0,0,0,1,1,2,0,2.2
14101,2,1,2,0,0,0,1,0,1,2,0,1.4
14102,2,1,1,1,0,0,0,1,1,4,2,2
14103,2,1,2,1,0,0,1,0,0,4,2,0.6
14104,1,1,2,0,0,0,1,0,0,2,1,1.8
14105,2,1,2,0,0,0,0,1,0,2,0,2.8
14106,3,1,1,1,1,1,0,1,1,4,2,1.5
14107,3,2,1,1,1,1,0,2,1,3,1,2.3
14108,4,1,2,1,1,1,0,1,1,4,2,2.3
14109,3,1,2,1,0,0,0,1,0,3,2,2.7
14110,3,2,1,1,1,1,0,1,1,3,1,2.9
14111,3,1,2,0,0,0,0,1,0,2,0,1.7
14112,1,1,2,1,0,0,1,0,1,3,1,1.4
14113,4,1,1,1,1,1,0,1,0,2,1,2.5
14114,2,1,2,1,1,1,1,0,1,4,2,2.4
14115,2,1,2,0,0,0,0,1,1,2,0,2.6
14116,2,1,2,1,1,1,1,0,1,4,2,1.8
14117,2,1,2,0,0,0,0,1,0,3,1,1.1
14118,2,1,1,0,1,0,0,2,0,2,0,2.7
14119,4,2,1,1,1,1,0,1,1,4,2,2.9
14120,4,2,1,1,1,1,0,2,1,1,0,1.5
14121,2,1,2,0,0,0,0,1,0,3,1,2.2
14122,3,1,2,1,0,0,0,1,1,3,1,2.1
14123,2,1,2,1,0,0,1,0,0,3,1,1.7
14124,3,2,2,0,0,0,0,2,0,2,0,2.2
14125,4,1,1,0,0,0,0,1,1,3,1,2.6
14126,3,3,2,0,0,0,0,1,1,4,2,1.9
14127,2,1,2,1,0,0,1,0,1,4,2,4.8
14128,3,2,1,1,1,1,0,1,1,3,1,2.3
14129,4,1,1,1,1,1,0,1,1,3,1,2.7
14130,3,2,2,1,0,0,0,3,1,2,0,1.9
14131,2,1,2,0,0,0,1,0,1,2,0,2.5
14132,2,2,2,1,0,0,0,1,1,3,2,3.2
14133,3,1,1,1,0,0,0,2,0,4,2,1.8
14134,2,1,2,1,0,0,0,1,1,4,2,3.9
14135,2,1,1,1,0,1,0,1,0,4,2,1.9
14136,3,2,1,1,0,0,0,1,0,4,2,2.9
14137,3,1,1,1,1,1,0,1,1,4,2,2
14138,3,1,2,1,1,1,0,1,1,2,0,3
14139,3,1,2,1,0,0,0,1,1,3,1,2.8
14140,2,1,2,1,0,0,1,0,1,4,2,3.7
14141,2,3,1,1,0,0,0,2,1,3,1,2.5
14142,4,2,1,1,0,1,0,2,1,2,0,3.2
14143,3,1,1,1,1,1,0,2,1,3,1,2.2
14144,2,1,2,1,1,1,1,0,0,4,2,4.3
14145,3,2,1,0,0,0,0,2,0,2,1,1.4
14146,1,1,2,1,0,0,1,0,1,4,2,2.9
14147,4,2,2,0,0,0,0,2,1,3,1,2.6
14148,2,1,1,1,1,1,0,1,1,4,2,4
14149,2,1,2,0,0,0,1,0,0,2,0,1.7
14150,1,1,2,0,0,0,1,0,1,2,0,2.5
14151,1,1,2,1,0,0,1,0,0,3,2,2.5
14152,2,1,2,1,1,0,1,0,1,3,1,2.4
14153,4,2,1,1,0,0,0,2,0,3,1,1.8
14154,2,1,1,1,0,0,1,0,1,2,1,2.7
14155,4,3,2,1,1,1,0,1,1,2,0,2.6
14156,4,1,2,1,0,1,0,1,1,2,0,0.9
14157,3,2,1,1,0,0,0,1,1,3,1,3.4
14158,2,2,2,1,0,1,0,2,0,4,2,2.4
14159,3,2,1,1,1,1,0,2,1,3,1,1.9
14160,3,1,1,1,1,1,0,1,1,4,2,2.4
14161,2,1,2,1,1,0,1,0,0,3,1,2.9
14162,3,3,1,0,0,0,0,1,0,3,1,2.4
14163,4,1,1,1,1,1,0,1,0,2,0,2.9
14164,2,1,2,0,0,0,1,0,1,2,1,2.6
14165,3,1,2,0,1,0,1,0,0,4,2,3.1
14166,2,3,1,1,0,1,0,2,1,2,1,2.1
14167,4,3,1,0,0,0,0,2,0,2,0,2.8
14168,3,2,2,0,1,0,0,1,0,3,1,2.2
14169,2,1,2,1,0,0,1,0,1,3,1,2.2
14170,4,1,1,1,1,0,0,1,1,4,2,2.9
14171,2,1,2,1,1,0,0,1,1,2,0,1.8
14172,2,1,2,1,1,1,1,0,1,4,2,1.9
14173,2,1,1,1,0,0,0,1,1,3,1,4.3
14174,2,1,1,0,0,0,0,1,1,2,1,3.1
14175,4,1,1,0,1,1,0,1,1,3,1,2.3
14176,3,3,1,1,0,0,0,2,1,4,2,1.4
14177,4,1,1,0,0,0,0,1,0,3,2,1.5
14178,2,3,1,0,0,0,0,1,1,2,0,2.5
14179,3,1,1,0,0,0,0,1,1,1,0,1.2
14180,2,1,2,1,0,0,1,0,1,4,2,3.2
14181,4,1,2,0,0,0,0,1,0,3,2,0.9
14182,3,1,2,1,0,0,0,1,1,3,1,3.1
14183,4,2,2,1,0,0,0,1,0,2,0,2.5
14184,1,1,2,0,0,0,1,0,0,4,2,3.6
14185,3,1,1,0,0,0,0,1,0,3,1,2
14186,4,1,1,1,1,1,0,1,1,3,1,3
14187,2,3,2,0,0,0,0,2,1,2,1,0.8
14188,2,3,2,0,0,0,0,2,0,2,0,3.5
14189,2,1,2,1,0,0,1,0,1,4,2,2.8
14190,1,1,2,0,0,0,1,0,1,4,2,2
14191,3,1,1,1,1,1,0,1,1,2,1,2
14192,1,1,2,0,0,0,1,0,1,1,0,1.6
14193,1,1,2,0,0,0,1,0,0,4,2,3.8
14194,2,1,2,0,0,0,1,0,0,4,2,4.3
14195,2,1,1,1,0,0,0,1,1,3,1,2.6
14196,4,1,2,0,1,1,0,1,1,2,0,3.1
14197,4,2,1,1,0,1,0,1,1,3,1,2.3
14198,4,2,1,0,1,1,0,1,1,2,0,2.9
14199,2,1,1,1,0,0,1,0,1,3,1,1.5
14200,2,1,1,1,1,1,0,1,1,4,2,1.2
14201,4,1,1,1,1,1,0,1,0,3,1,4.5
14202,3,1,1,0,0,0,0,1,1,3,1,1.9
14203,3,1,1,1,1,0,0,2,1,2,0,2.3
14204,3,1,2,1,0,0,0,1,0,3,1,3.2
14205,1,3,2,0,0,0,0,2,1,2,0,3.5
14206,4,1,2,1,1,1,1,0,0,4,2,3.1
14207,1,1,2,0,0,0,1,0,0,2,0,2.2
14208,3,2,1,1,1,1,0,1,1,3,1,3.8
14209,2,1,2,1,1,1,0,1,1,3,1,2.1
14210,3,1,2,1,1,0,0,1,1,3,1,2.9
14211,3,1,1,1,1,0,0,1,0,3,1,3.9
14212,4,2,1,1,1,1,0,3,0,3,1,3.1
14213,1,1,2,0,0,0,1,0,1,3,1,4.3
14214,4,1,2,1,1,1,0,1,1,2,0,2.3
14215,3,1,1,1,0,0,0,1,1,4,2,1.8
14216,3,2,2,1,1,1,0,1,1,3,1,2.7
14217,3,2,1,1,0,0,0,2,1,1,0,1.3
14218,2,1,2,1,0,1,1,0,1,2,1,3.8
14219,3,1,2,1,0,0,0,1,1,3,1,2
14220,2,1,2,1,0,0,1,0,1,2,1,2.9
14221,3,2,1,1,0,1,0,3,0,2,0,2.7
14222,3,2,1,0,0,0,0,3,1,2,1,3.7
14223,2,1,2,1,1,0,0,1,1,3,1,2.2
14224,2,1,1,1,0,0,0,1,1,4,2,2.6
14225,2,2,1,1,0,0,0,3,1,3,1,3.2
14226,3,1,1,1,1,1,0,1,0,3,1,3.7
14227,3,2,1,1,0,0,0,2,1,2,0,2.3
14228,3,1,2,1,0,0,0,1,1,3,1,1.8
14229,2,1,2,1,0,0,1,0,0,3,1,3.1
14230,2,1,2,1,0,0,1,0,0,4,2,3.9
14231,2,3,1,0,0,0,0,2,1,4,2,0.9
14232,2,1,1,1,1,1,1,0,1,4,2,1.5
14233,4,1,2,1,0,0,0,1,1,3,1,2.7
14234,2,1,2,1,0,0,0,1,1,4,2,1.6
14235,3,1,2,1,0,0,1,0,0,3,1,2.3
14236,2,1,2,1,0,0,0,1,0,3,1,3.3
14237,2,1,2,1,1,0,1,0,0,4,2,1.8
14238,1,2,2,1,0,1,0,2,0,2,0,2.1
14239,2,3,1,1,0,0,0,1,1,3,1,2.4
14240,2,1,1,1,0,1,0,1,0,4,2,2.2
14241,3,2,1,0,0,0,0,1,1,3,1,2.1
14242,2,1,1,1,1,1,0,1,1,3,1,1.2
14243,2,1,2,1,1,0,1,0,0,3,1,1.9
14244,3,1,1,1,0,0,0,1,1,3,1,2.4
14245,3,1,1,1,0,0,0,1,1,2,0,2.5
14246,4,2,1,0,1,1,0,1,1,4,2,2.1
14247,2,1,2,1,0,0,1,0,1,4,2,1.7
14248,2,1,2,1,0,0,1,0,0,3,1,3.6
14249,3,1,2,1,0,0,0,1,1,2,1,2.1
14250,1,1,2,1,0,0,1,0,0,3,1,2.8
14251,2,2,1,0,0,0,0,2,1,2,0,2.7
14252,1,1,2,0,0,0,1,0,1,2,1,2.1
14253,2,1,1,1,1,1,0,1,1,4,2,2.7
14254,2,1,1,1,0,0,1,0,1,3,1,2.8
14255,4,1,2,1,1,1,0,2,1,2,1,2.7
14256,3,1,2,1,1,1,0,1,1,4,2,3.1
14257,4,1,1,1,1,1,0,1,1,4,2,1.5
14258,2,1,1,0,0,0,0,1,1,4,2,1.7
14259,4,2,1,1,1,1,0,2,1,4,2,1.8
14260,3,1,2,1,1,1,0,1,1,4,2,1.9
14261,2,1,1,0,0,0,1,0,0,3,1,2.3
14262,2,1,2,0,0,0,1,0,1,3,1,3.8
14263,3,2,1,1,0,1,0,1,1,3,1,2.7
14264,4,3,1,1,0,1,0,1,1,4,2,2.1
14265,2,1,2,0,0,0,0,1,1,2,0,1.7
14266,2,1,2,1,0,0,1,0,0,4,2,1.6
14267,1,1,2,1,0,0,1,0,1,4,2,2.5
14268,2,1,1,1,0,1,1,0,1,3,1,4.5
14269,4,1,1,1,0,0,0,1,0,2,1,3.3
14270,3,2,1,1,1,1,0,1,1,2,0,2.9
14271,2,1,1,1,0,0,0,1,1,3,1,2.1
14272,3,2,1,1,1,0,0,1,1,4,2,3
14273,1,1,2,1,1,1,1,0,0,4,2,1.7
14274,1,1,2,0,0,0,1,0,1,3,1,2.1
14275,2,2,1,0,0,0,0,2,1,2,1,3.7
14276,1,1,2,0,0,0,1,0,1,3,1,2.5
14277,3,1,2,0,0,0,0,1,0,3,1,2.5
14278,3,3,1,1,1,1,0,2,1,3,1,3.3
14279,2,1,1,0,0,0,1,0,1,2,1,2.9
14280,2,1,2,1,0,0,1,0,1,3,1,1.8
14281,1,1,2,1,0,0,1,0,1,3,1,3.5
14282,3,1,1,1,0,1,1,0,0,4,2,2.8
14283,2,1,2,1,1,1,1,0,1,5,2,4.1
14284,3,1,1,1,0,0,0,1,1,4,2,2.4
14285,1,1,2,1,1,1,1,0,1,2,0,3.6
14286,3,2,1,0,0,0,0,1,1,2,1,1.4
14287,4,2,1,1,1,1,0,1,1,3,1,2.6
14288,2,1,1,1,0,0,0,1,1,3,1,1.8
14289,3,1,1,1,1,1,0,1,1,3,1,3.3
14290,3,2,1,1,1,0,0,1,1,3,1,2.3
14291,3,1,1,1,0,0,0,1,1,3,1,2.7
14292,2,3,2,1,0,1,0,1,1,2,0,1.4
14293,2,1,1,1,0,0,0,1,1,3,1,1.2
14294,4,3,1,0,1,0,0,2,1,3,1,3.5
14295,3,1,1,1,1,1,0,1,1,3,1,1.1
14296,3,1,1,1,1,1,0,1,1,4,2,1.9
14297,2,3,2,1,0,0,0,1,0,3,1,2
14298,1,1,2,1,0,0,1,0,1,3,1,2.9
14299,2,1,1,1,0,0,1,0,0,3,1,3.3
14300,1,1,2,0,0,1,1,0,1,4,2,1.2
14301,3,1,1,1,1,1,0,2,1,1,0,1.9
14302,3,1,2,1,1,1,0,1,1,4,2,2.4
14303,3,2,1,0,0,1,0,1,0,3,1,0.7
14304,2,1,2,0,0,0,1,0,0,3,1,2.9
14305,4,2,1,0,0,0,0,1,1,2,0,1.5
14306,3,1,2,1,0,0,0,1,0,3,1,0.9
14307,2,1,1,1,0,0,0,1,1,2,0,3
14308,2,1,2,0,0,0,0,1,0,4,2,2.4
14309,3,2,1,1,0,0,0,3,1,3,1,0.7
14310,4,2,2,1,0,1,0,2,1,3,1,2
14311,4,2,1,1,0,0,0,2,1,3,1,0.6
14312,3,2,1,1,1,0,0,1,1,3,1,2.5
14313,3,2,1,1,0,0,0,1,0,1,0,2
14314,3,3,2,1,0,0,0,2,0,1,0,1.2
14315,2,1,1,1,0,0,1,0,1,4,2,2.6
14316,4,3,1,1,0,0,0,2,0,3,1,4
14317,2,1,2,1,0,1,1,0,1,4,2,1.9
14318,2,1,2,1,0,0,1,0,1,3,1,3.1
14319,2,2,1,1,1,1,0,2,1,2,0,1.1
14320,2,1,1,1,0,0,0,1,1,4,2,1.9
14321,2,1,2,1,0,0,0,1,1,1,0,4.2
14322,4,3,2,0,1,1,0,3,0,2,1,2.5
14323,4,2,1,1,0,1,0,2,1,2,0,1.6
14324,3,1,1,1,0,0,1,0,0,4,2,1.8
14325,3,1,1,0,0,0,0,1,1,3,1,2.8
14326,2,1,2,1,1,0,0,1,1,4,2,3.9
14327,2,1,1,0,0,0,0,1,0,2,1,3.3
14328,1,1,2,0,0,0,1,0,1,3,1,1.2
14329,3,1,1,1,1,1,0,2,1,4,2,3.8
14330,3,2,1,0,1,1,0,1,1,3,1,2.8
14331,3,2,1,1,0,0,0,2,1,3,1,1.5
14332,4,1,1,1,0,0,0,1,1,2,0,2.8
14333,1,1,2,0,1,1,1,0,0,2,0,1.6
14334,2,1,2,0,0,0,1,0,1,2,0,3.7
14335,2,1,2,0,0,0,1,0,1,2,0,1.6
14336,2,1,2,1,0,0,0,1,0,4,2,2
14337,1,1,2,0,0,0,1,0,0,2,0,1.7
14338,2,1,2,0,0,0,1,0,0,3,1,3.1
14339,4,3,1,1,0,1,0,2,1,3,1,2.5
14340,4,1,2,0,0,1,0,1,1,3,1,3.4
14341,3,1,2,1,1,1,0,1,1,2,1,2.4
14342,2,1,2,1,0,0,0,1,1,3,1,3.9
14343,2,1,2,1,0,0,1,0,1,2,1,3.3
14344,2,1,2,0,0,0,1,0,1,3,1,1.7
14345,2,1,2,1,0,0,0,1,0,2,1,2.8
14346,2,1,2,0,1,0,1,0,1,4,2,2.1
14347,1,1,2,0,0,0,1,0,1,3,1,2.6
14348,2,1,1,0,0,0,0,1,0,2,0,1.8
14349,2,1,2,1,0,0,1,0,0,3,1,1.4
14350,1,1,2,1,0,0,1,0,1,4,2,3
14351,4,2,1,1,0,0,0,2,1,3,1,2.3
14352,2,1,2,0,0,0,0,1,0,2,0,3.7
14353,3,2,1,0,1,0,0,1,1,2,0,1.4
14354,3,2,1,1,1,1,0,1,0,5,2,1.1
14355,1,1,2,1,0,0,1,0,1,2,0,3.8
14356,2,2,1,1,0,0,0,3,0,1,0,1.2
14357,1,1,2,0,0,0,1,0,0,2,0,1.9
14358,2,3,1,1,0,0,0,2,1,3,1,3.3
14359,2,1,2,1,0,0,0,1,0,2,0,1.1
14360,3,1,2,1,0,0,0,1,0,3,1,2.3
14361,3,1,1,1,1,1,0,1,1,4,2,1.8
14362,3,2,2,1,0,0,0,2,1,1,0,1.5
14363,4,2,1,1,0,0,0,1,1,3,1,3.6
14364,4,2,1,1,1,1,0,2,0,3,1,3.1
14365,3,2,1,0,0,0,0,1,1,3,1,3.3
14366,2,1,2,0,0,0,0,1,1,4,2,3.1
14367,1,1,2,1,1,1,1,0,0,3,1,3.4
14368,3,1,1,1,0,0,0,1,1,2,1,2.8
14369,2,1,1,0,1,0,0,1,0,4,2,2.7
14370,3,1,2,1,0,0,0,1,1,2,0,2.7
14371,3,2,1,1,1,0,0,1,1,2,1,2.7
14372,3,1,2,1,1,1,1,0,0,4,2,3.6
14373,3,2,1,1,0,1,0,2,1,2,0,1.1
14374,4,1,1,0,1,0,0,2,0,2,0,1.9
14375,2,1,2,1,1,1,0,1,0,3,1,2.8
14376,2,1,2,1,1,1,1,0,1,3,2,2.5
14377,2,1,2,1,1,1,1,0,1,3,1,3.2
14378,1,1,2,0,0,0,1,0,0,3,1,3.4
14379,3,2,1,1,0,0,0,1,1,1,0,1.9
14380,2,1,2,1,0,0,1,0,1,4,2,2.5
14381,3,1,2,1,0,0,0,1,1,4,2,1.3
14382,3,2,1,1,0,0,0,2,1,3,1,3
14383,3,2,1,0,0,0,0,1,1,3,1,3.2
14384,2,2,2,1,0,0,0,1,1,3,1,2.8
14385,3,2,1,0,0,0,0,1,1,2,1,3.3
14386,3,2,1,1,0,0,0,1,0,3,1,3.1
14387,3,1,2,1,1,0,0,1,1,2,1,2.3
14388,4,3,1,1,0,0,0,2,1,4,2,1.8
14389,2,1,2,1,0,0,1,0,0,3,1,2.8
14390,2,3,2,1,1,1,0,2,1,2,0,1.3
14391,2,1,2,0,1,0,1,0,1,3,1,2.1
14392,4,2,2,1,0,1,0,3,0,2,0,2.3
14393,3,1,1,1,1,1,0,1,1,3,1,2.4
14394,4,3,2,1,0,0,0,1,1,3,1,2
14395,2,2,1,0,0,0,0,2,1,3,1,1.3
14396,2,1,2,1,1,1,1,0,1,4,2,1.9
14397,3,2,1,0,1,0,0,2,1,3,1,2
14398,3,1,2,1,1,1,0,1,1,2,0,1.8
14399,4,2,1,1,1,1,0,2,1,2,1,1.4
14400,1,2,1,1,0,0,0,2,1,3,1,2.4
14401,3,3,1,1,1,0,0,1,1,3,1,1.8
14402,3,2,1,1,0,1,0,1,1,3,1,3.6
14403,3,3,1,0,0,0,0,1,1,2,1,3.3
14404,2,1,2,0,0,0,0,3,1,4,2,3
14405,3,1,2,1,0,0,0,1,1,2,0,1.9
14406,1,1,2,1,0,0,1,0,1,4,2,3.4
14407,2,1,1,0,0,0,0,1,1,3,2,2.6
14408,4,1,2,0,1,1,0,1,0,3,1,1.4
14409,3,1,2,0,1,0,0,1,1,4,2,2.4
14410,1,1,2,1,0,0,1,0,1,4,2,2.1
14411,2,1,2,0,0,0,1,0,0,3,1,4
14412,2,1,2,1,0,0,1,0,1,3,1,2.9
14413,2,1,2,1,0,0,1,0,1,2,1,3.6
14414,3,1,1,1,1,0,0,1,1,2,1,2.5
14415,2,2,1,1,0,0,1,0,1,3,1,1.8
14416,4,1,2,0,0,0,0,1,0,3,1,2.5
14417,4,3,1,0,1,1,0,2,0,2,0,1.4
14418,3,2,2,1,0,0,0,1,1,2,1,2.7
14419,4,1,1,1,0,0,0,1,1,2,0,2.2
14420,3,2,2,1,0,0,0,1,1,3,1,3.3
14421,4,1,2,1,1,1,0,1,0,3,1,2.9
14422,1,1,2,0,0,0,1,0,0,3,1,2.9
14423,2,1,2,1,1,0,1,0,1,3,1,1.7
14424,1,1,2,1,0,0,1,0,1,3,1,2.6
14425,3,2,2,1,0,0,0,1,1,3,1,3.6
14426,3,1,2,0,0,0,0,1,0,2,0,1.8
14427,3,1,1,0,0,0,0,1,0,3,1,3.9
14428,4,1,2,0,0,0,0,1,1,2,0,2.6
14429,4,1,1,1,1,1,0,1,1,3,1,2
14430,4,1,2,0,0,0,0,1,0,2,0,1.6
14431,2,1,2,1,1,1,1,0,1,3,1,2.9
14432,2,2,1,1,1,1,0,1,1,4,2,1.9
14433,3,1,2,0,1,1,0,1,1,4,2,2.8
14434,4,3,1,1,1,1,0,2,0,2,0,2.5
14435,3,1,1,1,0,0,0,1,1,4,2,2.8
14436,3,1,1,0,0,0,0,2,0,2,0,1.9
14437,3,2,1,0,0,0,0,2,1,2,0,2.8
14438,2,1,2,0,0,0,1,0,0,2,1,2.8
14439,2,1,1,1,0,0,0,1,1,3,2,1.9
14440,3,1,2,1,0,0,0,1,1,2,0,2.2
14441,3,1,1,1,0,0,0,1,1,3,1,1.5
14442,4,2,1,1,1,1,0,2,1,2,0,0.1
14443,2,1,1,1,0,0,1,0,0,3,1,3.1
14444,1,1,2,0,0,0,1,0,1,2,0,1.6
14445,3,1,2,1,1,1,1,0,1,2,1,1.9
14446,1,1,2,0,0,0,1,0,0,2,0,1.2
14447,4,1,2,1,1,1,0,1,0,4,2,1.4
14448,3,1,1,0,0,0,0,1,0,2,1,2.8
14449,1,1,2,0,0,0,1,0,1,3,1,1.9
14450,4,1,1,1,0,0,0,1,1,2,0,2.3
14451,2,1,2,1,0,1,1,0,1,4,2,3.8
14452,3,1,1,1,0,0,0,1,1,3,1,4.2
14453,3,2,1,1,1,1,0,1,1,2,0,2.8
14454,3,1,2,1,0,1,0,2,0,3,1,3.2
14455,4,1,2,1,0,1,0,1,1,2,1,2.3
14456,1,1,1,1,1,1,0,1,1,2,0,2
14457,2,1,2,0,0,0,1,0,0,4,2,2.8
14458,4,3,1,1,1,1,0,1,1,2,0,2.3
14459,3,1,2,0,1,0,0,1,0,3,1,2.2
14460,1,1,2,1,0,0,1,0,1,2,1,1.9
14461,3,1,2,0,0,0,1,0,1,3,1,1.2
14462,3,1,1,1,0,0,0,1,1,1,0,1.2
14463,2,1,2,0,0,0,1,0,0,3,1,2.7
14464,2,1,2,0,0,0,1,0,1,3,1,2.5
14465,3,2,1,0,1,0,0,2,1,2,1,3.6
14466,2,1,2,0,0,0,1,0,0,3,1,2.2
14467,3,2,1,1,1,1,0,1,1,3,1,3.5
