,education,married,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
2043,2,1,1,0,0,0,1,1,4.1,2,2.9
2044,3,2,1,1,1,0,1,1,4.55,2,1.5
2045,3,2,1,1,1,0,3,1,4.1,2,1.5
2046,1,1,1,1,0,0,0,1,3.2,1,3.6
2047,2,1,0,0,0,0,0,0,3.8,1,3.6
2048,1,1,0,0,0,0,1,0,5,2,2.7
2049,3,1,1,1,1,0,0,1,4.2,2,3.2
2050,3,1,0,0,0,0,2,1,2.85,1,4.3
2051,1,1,0,0,0,0,0,1,2.4,0,2.9
2052,1,1,0,0,0,0,0,1,4.05,2,2.2
2053,3,1,1,0,1,0,1,1,4.5,2,3
2054,3,1,1,0,0,0,1,1,3.3,1,2.1
2055,4,2,1,1,1,0,2,1,2.05,0,2.4
2056,4,1,1,1,1,0,1,1,2.95,1,2.3
2057,2,1,1,1,1,0,0,1,3.45,1,2.7
2058,3,1,1,0,0,0,1,1,3.7,1,1.9
2059,3,1,1,0,0,0,1,0,3,1,1.5
2060,3,1,0,0,0,0,1,0,3.3,1,2.3
2061,2,1,1,0,0,0,1,1,3.05,1,3.6
2062,2,1,0,0,0,0,1,1,3.65,1,1.4
2063,2,1,1,0,0,0,1,1,2.95,1,2.2
2064,1,1,1,0,0,0,0,1,3.15,1,1.9
2065,2,1,1,0,0,0,0,1,4,2,2.5
2066,2,1,1,0,0,0,1,1,4.6,2,2.3
2067,3,1,0,1,1,0,1,0,3.5,1,0.9
2068,3,1,1,1,0,0,1,1,4.5,2,4.2
2069,3,2,1,0,0,0,2,1,2,0,1
2070,4,2,1,1,1,0,2,1,1.25,0,2
2071,2,2,1,0,0,0,2,1,3,1,2.2
2072,2,1,0,0,0,0,0,1,2.75,1,2.8
2073,2,1,1,0,1,0,1,1,3.4,1,4
2074,3,1,1,0,0,0,1,1,3.25,1,3.2
2075,1,1,1,0,0,0,0,0,4.85,2,2.2
2076,2,1,1,0,0,0,0,1,2.85,1,2
2077,1,2,1,0,0,0,2,1,2.65,0,2.5
2078,3,2,1,1,1,0,2,1,2.3,0,3.2
2079,1,1,0,0,0,0,0,1,3,1,1.7
2080,1,1,1,0,0,0,0,1,3.6,1,2.8
2081,4,2,1,0,1,0,2,1,3.2,1,1.8
2082,2,1,0,0,0,0,0,1,4.65,2,2.7
2083,3,1,1,1,1,0,1,1,3.45,1,3.4
2084,3,2,1,1,1,0,1,1,3,1,2.5
2085,3,3,1,1,1,0,2,1,2.15,0,3.6
2086,1,1,0,0,0,0,0,1,1.9,0,2.9
2087,1,1,1,0,0,0,0,0,2.45,0,2.5
2088,2,1,1,0,0,0,0,0,3.35,1,2.9
2089,3,1,1,1,1,0,1,0,2.15,0,2.8
2090,2,1,0,1,0,0,1,1,3.7,1,3.5
2091,1,1,1,0,0,0,0,0,3,1,4
2092,3,2,1,0,0,0,2,1,3,1,2
2093,4,3,1,0,0,0,2,1,2.6,0,1.3
2094,4,1,0,1,1,0,2,1,2.4,0,1.6
2095,3,3,0,0,0,0,2,0,3.75,1,2.6
2096,4,2,1,0,1,0,2,1,3.65,1,2.9
2097,2,1,1,0,0,0,0,1,2.85,1,3
2098,4,1,1,0,0,0,1,1,3.1,1,2.3
2099,1,1,1,0,0,0,0,1,5,2,4.4
2100,2,1,0,0,0,0,0,1,2.5,0,3.3
2101,3,2,1,1,0,0,1,1,3.2,1,1.9
2102,2,2,0,1,1,0,2,1,3.7,1,2.5
2103,2,3,1,1,1,0,3,1,2.75,1,2.2
2104,2,1,1,1,1,0,0,1,3.15,1,2.4
2105,3,2,1,1,0,0,1,1,3.4,1,3.6
2106,3,1,1,0,0,0,1,0,3.9,1,2.7
2107,3,1,1,1,0,0,1,0,3.55,1,2.3
2108,1,1,0,0,0,0,0,1,3.75,1,3.8
2109,2,3,1,0,0,0,3,1,1.65,0,1.3
2110,3,2,1,0,0,0,1,1,3.25,1,1.7
2111,2,1,1,0,0,0,1,1,2.75,1,1.4
2112,4,1,0,0,0,0,1,0,3.45,1,2.5
2113,2,1,1,0,0,0,0,0,2.8,1,2.3
2114,1,1,1,0,0,0,0,1,4.1,2,3.2
2115,2,1,0,0,0,0,0,0,4.25,2,2.1
2116,2,1,1,0,0,0,1,1,2.95,1,3
2117,3,1,0,0,0,0,1,1,4.5,2,4.4
2118,2,2,0,0,0,0,1,0,4.25,2,2.6
2119,4,1,0,0,0,0,1,0,3.2,1,1.9
2120,2,1,0,1,1,0,0,1,3.1,1,2.5
2121,3,1,1,0,0,0,1,0,4.2,2,2.4
2122,2,1,1,1,1,0,0,1,2.8,1,1.7
2123,1,1,0,0,0,0,0,1,2.55,0,2.1
2124,2,1,1,1,1,0,2,1,2.75,1,2.1
2125,2,1,1,0,0,0,0,1,4.7,2,3.5
2126,4,2,0,0,0,0,2,1,2.95,1,0.7
2127,2,1,1,0,0,0,1,1,4.85,2,2.5
2128,2,1,1,0,0,0,1,0,3.85,1,4.3
2129,4,2,1,1,1,0,1,1,3.15,1,1.4
2130,4,3,0,0,0,0,1,1,2.85,1,2.8
2131,2,1,1,0,0,0,0,1,2.35,0,3.1
2132,4,3,1,0,1,0,2,1,3.45,1,1.6
2133,3,2,1,0,0,0,1,1,1.45,0,2
2134,1,1,1,0,0,0,0,0,2.1,0,3.1
2135,4,3,1,1,1,0,2,1,4.05,2,0.2
2136,3,1,1,1,1,0,1,1,4.05,2,2.2
2137,4,2,1,1,1,0,2,1,2.35,0,1.5
2138,3,2,1,0,1,0,2,1,2.85,1,3.8
2139,1,1,1,0,0,0,0,1,2.55,0,2.4
2140,1,1,0,0,0,0,0,1,3.2,1,2.1
2141,4,3,1,0,0,0,2,1,4.25,2,3.2
2142,2,1,0,0,0,0,0,0,3.2,1,2.2
2143,1,2,1,0,0,0,3,1,2.45,0,0.6
2144,1,1,0,0,0,0,0,0,3.3,1,2.1
2145,3,1,1,0,0,0,1,1,3.2,1,1.6
2146,1,1,1,0,0,0,0,1,2.45,0,1.2
2147,2,3,0,0,0,0,2,0,1.7,0,2.7
2148,1,1,0,0,0,0,0,0,3.35,1,3.4
2149,2,1,1,0,1,0,1,1,4.05,2,3.6
2150,3,1,1,0,0,0,1,1,3.95,1,1.6
2151,2,1,1,0,0,0,0,1,4.55,2,3.2
2152,2,1,0,0,0,0,1,1,4.6,2,2.1
2153,2,1,1,0,0,0,0,1,4.1,2,1.6
2154,2,1,1,0,0,0,1,0,2.75,1,1.8
2155,2,1,1,0,0,0,0,0,3.75,1,2.4
2156,3,1,1,1,0,0,1,1,3.75,1,1
2157,2,3,1,1,0,0,2,1,2.95,1,2.2
2158,4,1,1,1,1,0,1,1,3.5,1,2.2
2159,4,1,1,0,0,0,1,1,2.8,1,2
2160,3,2,1,0,0,0,2,1,3.7,1,2.2
2161,4,1,0,0,0,0,1,0,2.65,0,2.8
2162,2,1,1,0,0,0,0,0,3.6,1,3.3
2163,2,1,1,1,0,0,1,1,3.6,1,3.1
2164,3,1,1,0,0,0,1,1,3.1,1,3.1
2165,4,1,0,0,0,0,1,1,3.35,1,1.8
2166,3,3,1,0,1,0,2,1,3.75,1,3.4
2167,4,2,1,0,0,0,1,1,3.15,1,1.7
2168,2,3,0,0,0,0,3,1,1.8,0,1.4
2169,2,1,0,0,0,0,0,0,3.55,1,3.9
2170,3,1,1,1,1,0,1,1,3.45,1,2.1
2171,3,2,0,0,0,0,2,0,4.15,2,2.4
2172,3,1,1,0,0,0,0,1,1.45,0,2.6
2173,2,1,1,0,0,0,1,1,4.7,2,3.6
2174,3,2,1,1,1,0,3,1,1.55,0,1.9
2175,2,1,1,0,0,0,0,0,4.45,2,2.8
2176,2,1,1,0,1,0,0,1,4.85,2,2.7
2177,3,2,1,0,0,0,2,1,3.5,1,1.9
2178,3,2,1,0,0,0,1,1,4.6,2,1.6
2179,4,1,1,1,1,0,1,1,3.7,1,2.4
2180,2,1,0,0,0,0,1,1,3.55,1,2.1
2181,2,3,1,1,1,0,2,1,3.05,1,2.3
2182,2,1,0,0,0,0,2,0,2.9,1,1.7
2183,3,1,1,1,0,0,1,0,3.6,1,1.7
2184,2,1,1,1,1,0,0,1,3.75,1,3.1
2185,2,1,1,0,0,0,0,1,3.4,1,4
2186,2,1,1,0,0,0,0,1,4.2,2,3.7
2187,3,1,1,0,0,0,1,0,4.4,2,3
2188,3,1,1,1,0,0,1,1,3.45,1,1.5
2189,2,1,1,0,0,0,0,0,4.2,2,3.3
2190,1,3,1,1,1,0,2,1,3.15,1,2.5
2191,3,1,1,0,0,0,1,0,2.7,0,2.5
2192,4,3,1,0,0,0,1,1,1.75,0,1.5
2193,2,1,1,0,0,0,1,0,3.1,1,3.6
2194,2,2,1,1,1,0,1,1,3.1,1,1.1
2195,3,1,1,1,0,0,1,0,4.05,2,3.7
2196,2,1,0,0,0,0,0,1,3.85,1,3.1
2197,2,1,1,0,0,0,1,1,3.9,1,2
2198,1,2,1,0,0,0,1,1,2.75,1,1.7
2199,3,1,1,1,1,0,1,1,2.6,0,1.3
2200,3,1,1,0,0,0,1,1,2.95,1,2.9
2201,2,1,1,0,0,0,0,1,4.35,2,3.2
2202,2,1,0,1,0,0,1,1,2.6,0,2
2203,4,1,1,1,1,0,1,1,3.8,1,2
2204,1,1,0,0,0,0,0,1,3.75,1,3.3
2205,3,1,1,0,0,0,1,0,2.9,1,2.6
2206,4,3,1,1,1,0,2,1,3.55,1,2.9
2207,3,1,0,0,0,0,1,0,3.4,1,3.7
2208,4,2,1,0,0,0,1,1,2.4,0,0.8
2209,3,1,0,0,0,0,1,1,3.25,1,3
2210,2,1,1,1,0,0,0,1,3.1,1,3
2211,2,1,1,0,0,0,1,1,3.2,1,2.5
2212,3,3,1,0,1,0,2,1,3.9,1,2.2
2213,2,1,1,1,0,0,1,0,2.75,1,2.7
2214,3,1,1,0,0,0,1,1,3.75,1,3.2
2215,2,1,1,0,0,0,0,1,3.9,1,2.1
2216,3,1,1,0,1,0,1,1,4.45,2,2.7
2217,2,1,0,1,1,0,1,1,4.6,2,2.7
2218,3,2,1,1,0,0,1,0,3.85,1,2.1
2219,2,2,1,0,0,0,1,0,3.75,1,3.1
2220,3,2,1,0,0,0,2,1,3.95,1,3
2221,3,3,1,0,0,0,2,1,2.85,1,1
2222,2,1,1,1,1,0,1,0,4.05,2,2.7
2223,4,1,0,0,0,0,1,0,3.05,1,1.3
2224,2,1,0,1,1,0,0,1,2.8,1,1.9
2225,2,1,0,0,0,0,1,0,2.65,0,3.3
2226,1,1,0,0,0,0,1,1,5,2,2.7
2227,3,1,1,1,1,0,1,1,3.75,1,2.4
2228,3,1,1,1,0,0,1,0,3.75,1,2.6
2229,2,1,0,0,0,0,0,0,3.45,1,2.2
2230,3,2,1,0,0,0,1,1,3.75,1,2.6
2231,4,2,1,1,1,0,1,1,2,0,2.8
2232,3,1,0,0,0,0,1,0,3.4,1,3
2233,3,2,1,0,1,0,1,1,3.4,1,2.6
2234,3,2,1,1,1,0,2,1,3.15,1,2.6
2235,3,1,1,0,0,0,1,1,2.5,0,2.1
2236,2,1,0,0,0,0,0,0,2.8,1,2.1
2237,4,2,1,1,1,0,1,1,3.6,1,1.8
2238,2,1,1,1,1,0,0,0,4.45,2,2.6
2239,4,1,1,0,0,0,2,1,2,0,2
2240,3,1,1,1,1,0,1,1,2.8,1,2.5
2241,2,1,1,1,1,0,0,1,2.55,0,2.2
2242,4,2,1,1,1,0,2,1,2.25,0,2.7
2243,1,3,1,1,1,0,3,1,3.6,1,2.4
2244,2,3,1,0,0,0,1,1,4.25,2,2.5
2245,3,2,1,0,0,0,1,1,2.45,0,2.3
2246,2,1,1,0,0,0,0,1,4.05,2,2.9
2247,3,2,1,0,0,0,2,1,2.55,0,1.6
2248,2,1,1,1,0,0,0,1,2.6,0,2.2
2249,1,1,0,0,0,0,0,1,3.15,1,2.8
2250,1,1,1,0,0,0,0,1,4.05,2,1.8
2251,2,2,1,0,0,0,1,1,2.3,0,2.8
2252,2,1,0,0,0,0,1,0,2.65,0,1.7
2253,2,1,1,0,0,0,0,1,3.2,1,1.5
2254,4,1,1,1,1,0,1,0,3.75,1,0.9
2255,3,2,1,1,1,0,3,1,3.2,1,2.1
2256,1,1,1,0,0,0,0,1,4.1,2,2.9
2257,4,2,0,0,0,0,1,1,4.05,2,3.5
2258,3,1,1,0,0,0,1,0,3.5,1,2.9
2259,2,2,0,0,0,0,3,1,2.35,0,0.9
2260,1,1,0,0,0,0,0,0,3.3,1,3
2261,3,1,0,1,0,0,1,1,2.95,1,2.3
2262,3,1,1,0,0,0,2,1,2.65,0,1.3
2263,3,2,1,1,0,0,2,1,2.8,1,1.7
2264,3,1,1,1,1,0,1,0,4.1,2,3.3
2265,1,1,1,1,1,0,0,1,3.95,1,2.1
2266,3,2,1,1,1,0,2,1,2.85,1,0.4
2267,2,1,1,0,0,0,1,1,4.55,2,3.9
2268,3,2,0,0,0,0,1,1,3.6,1,2.1
2269,2,2,1,1,1,0,2,1,3.05,1,2.9
2270,2,1,1,1,0,0,0,1,2.75,1,1.5
2271,3,1,1,1,1,0,1,1,4.55,2,1.8
2272,3,1,0,0,0,0,0,1,2.95,1,2.4
2273,3,1,1,0,1,0,1,1,3.3,1,1.7
2274,3,1,1,0,0,0,0,0,4.4,2,2.9
2275,1,1,1,0,1,0,0,1,3,1,2.2
2276,1,1,0,1,1,0,0,1,4,2,1.8
2277,3,1,0,0,0,0,1,1,4.65,2,1.1
2278,4,1,1,1,1,0,1,1,2.45,0,2.8
2279,3,2,1,0,0,0,1,1,3.6,1,2.3
2280,3,1,0,0,0,0,1,1,4.3,2,1.8
2281,1,1,1,0,0,0,0,0,3.5,1,2.8
2282,3,1,0,1,1,0,1,1,3.8,1,5.9
2283,3,1,1,1,1,0,1,1,2.3,0,1.6
2284,4,3,1,1,1,0,3,1,1.55,0,3
2285,3,1,1,1,0,0,1,0,2.7,0,2.4
2286,4,3,1,1,1,0,3,1,3.8,1,2.1
2287,4,2,1,1,1,0,1,1,3,1,1.8
2288,2,3,1,0,0,0,1,1,2.2,0,1.3
2289,3,1,1,0,0,0,1,1,2.25,0,2.7
2290,3,1,1,1,1,0,1,1,4.55,2,3.6
2291,3,1,0,0,0,0,1,0,2.85,1,1.9
2292,3,2,1,0,0,0,2,1,2.55,0,2.3
2293,2,2,0,0,0,0,1,1,3.55,1,3
2294,2,1,1,1,1,0,0,0,3.75,1,4.1
2295,3,1,0,0,0,0,1,0,3.6,1,3.7
2296,3,1,1,0,0,0,1,1,3.7,1,2
2297,3,3,1,0,0,0,1,1,3.5,1,2.4
2298,4,1,0,1,1,0,1,0,2.3,0,0.5
2299,1,1,1,1,0,0,2,1,1.05,0,1.9
2300,2,3,0,0,0,0,2,1,2.8,1,2.9
2301,1,1,1,0,0,0,0,0,3.85,1,2.2
2302,2,1,1,0,1,0,0,0,3.9,1,1.4
2303,1,1,1,1,1,0,2,1,4.2,2,1.2
2304,4,3,1,1,1,0,2,1,4.2,2,2.2
2305,2,1,1,1,1,0,0,1,3.65,1,3.5
2306,1,1,1,0,0,0,0,0,4.8,2,3.8
2307,2,1,0,0,0,0,0,1,2.6,0,2.2
2308,2,1,1,0,0,0,1,0,3,1,2.3
2309,3,2,1,0,0,0,1,1,4.25,2,2.5
2310,2,1,1,0,1,0,0,1,3.8,1,2.2
2311,4,1,0,1,1,0,1,1,3.2,1,3.8
2312,3,2,1,0,0,0,3,1,2,0,2.8
2313,3,2,1,0,0,0,1,1,2.85,1,2.1
2314,3,1,1,1,1,0,1,1,3.1,1,2.5
2315,1,1,1,0,0,0,0,0,4.75,2,1.5
2316,2,1,1,1,0,0,0,0,3.2,1,2.3
2317,3,1,0,0,0,0,1,0,2.7,0,2.3
2318,3,1,1,0,0,0,1,0,3.1,1,3.1
2319,4,2,1,0,0,0,1,1,3,1,0.9
2320,3,1,1,0,0,0,1,0,3.25,1,2
2321,2,1,1,0,0,0,0,0,2.75,1,2.7
2322,1,1,1,0,0,0,0,1,4.05,2,1.7
2323,2,1,1,1,0,0,1,1,3.15,1,3.9
2324,2,1,1,0,0,0,0,1,1.95,0,3.7
2325,3,2,1,1,0,0,1,1,3.8,1,2
2326,3,2,1,0,1,0,2,1,1.7,0,2.4
2327,2,1,1,1,0,0,0,1,3.7,1,3.9
2328,3,2,1,1,1,0,3,1,2.3,0,0.9
2329,4,2,1,1,1,0,2,1,3.7,1,1
2330,2,1,1,0,0,0,1,1,3.4,1,2.5
2331,1,1,0,0,0,0,0,1,3.25,1,3.9
2332,4,3,0,0,0,0,1,0,1.45,0,1.3
2333,3,2,1,1,1,0,1,1,3.2,1,3
2334,2,2,0,0,0,0,2,1,3.4,1,2.3
2335,3,3,1,0,0,0,2,1,3,1,1.9
2336,4,1,1,1,1,0,1,1,3.45,1,2.1
2337,3,1,1,1,1,0,1,1,3.35,1,1.5
2338,3,3,1,0,0,0,2,1,2.35,0,2.2
2339,3,2,1,0,0,0,1,1,3.35,1,2.2
2340,3,1,1,0,1,0,1,0,3.8,1,3.3
2341,3,1,0,0,0,0,1,0,4.1,2,2.6
2342,3,2,1,1,1,0,1,1,3.45,1,0.5
2343,1,1,0,0,0,0,0,1,4.2,2,3.7
2344,3,2,1,0,1,0,2,1,3.8,1,2.1
2345,3,1,1,0,0,0,1,1,2.9,1,3
2346,4,2,0,0,0,0,1,0,4.2,2,1.8
2347,2,3,1,0,0,0,2,1,2.4,0,0.6
2348,4,1,1,1,0,0,1,1,4.35,2,4
2349,2,1,1,0,0,0,1,0,4.4,2,2.8
2350,3,1,1,1,1,0,1,0,4.45,2,2.5
2351,3,1,1,0,0,0,2,1,2.75,1,2
2352,2,1,1,1,1,0,1,1,4,2,2.2
2353,2,1,1,1,0,0,0,1,4.5,2,2.5
2354,1,1,0,0,0,0,0,0,4.05,2,2.7
2355,4,2,1,0,0,0,2,1,2.6,0,1
2356,2,1,1,0,0,0,0,1,2.65,0,2.3
2357,3,2,0,0,0,0,1,1,2.95,1,2.5
2358,2,1,0,0,0,0,1,0,2.45,0,4.1
2359,2,1,1,0,0,0,0,1,3.85,1,2.5
2360,3,1,1,0,0,0,1,1,3.5,1,2.4
2361,3,1,1,0,0,0,1,0,3.55,1,1.4
2362,3,2,0,1,1,0,2,0,2.9,1,3
2363,3,1,1,0,0,0,1,1,3.95,1,1.5
2364,4,1,0,0,0,0,1,1,4.4,2,2.4
2365,2,1,1,0,0,0,1,0,3.95,1,2.8
2366,4,1,1,0,0,0,1,1,3.25,1,1.2
2367,2,2,1,1,1,0,2,1,1.85,0,1.2
2368,4,2,1,1,1,0,2,1,2.1,0,1.7
2369,3,1,0,0,0,0,0,0,4,2,2.1
2370,3,1,1,0,0,0,1,1,3.55,1,2.5
2371,2,1,1,1,1,0,0,1,3.25,1,2.6
2372,1,2,0,0,0,0,2,0,3.55,1,1.6
2373,2,2,1,0,0,0,1,1,3.25,1,2.3
2374,3,2,1,1,1,0,2,1,3.45,1,1.8
2375,2,1,1,0,0,0,1,1,3,1,2.7
2376,3,2,0,0,0,0,1,1,2.7,0,1.2
2377,2,2,0,0,0,0,2,1,3.15,1,2.6
2378,2,1,0,0,0,0,1,1,3.05,1,4.6
2379,4,1,1,1,1,0,2,1,3.1,1,3.3
2380,2,1,1,0,0,0,1,0,3.1,1,1.4
2381,2,1,1,0,0,0,0,0,1.55,0,2.6
2382,2,1,1,0,0,0,0,0,3.5,1,2.3
2383,1,1,1,1,0,0,0,1,2,0,3.6
2384,1,1,0,1,0,0,0,1,2.7,0,2.5
2385,2,1,1,0,0,0,1,0,4.1,2,2.6
2386,2,1,0,0,0,0,0,0,4,2,1.8
2387,3,1,1,0,0,0,1,1,3.95,1,2.5
2388,2,3,1,0,0,0,1,1,1.6,0,2.1
2389,3,1,1,0,0,0,1,1,2.4,0,1.3
2390,3,1,1,0,0,0,1,1,3.7,1,2.3
2391,3,1,1,0,0,0,0,0,3.9,1,2.4
2392,2,1,1,1,0,0,1,1,3.5,1,2.5
2393,2,3,1,0,0,0,1,1,3,1,3.9
2394,4,2,1,0,0,0,2,1,2.6,0,3.6
2395,3,2,1,0,0,0,2,1,2.9,1,2.9
2396,2,1,1,1,1,0,0,1,2.1,0,4
2397,3,1,1,0,0,0,1,1,3.8,1,2.2
2398,3,1,1,1,0,0,1,0,3.85,1,2.5
2399,1,1,0,0,0,0,0,1,2.2,0,1.7
2400,2,1,1,1,0,0,0,1,3.25,1,2.6
2401,2,1,1,1,1,0,1,0,3.45,1,1.3
2402,1,2,1,0,0,0,1,1,3.7,1,1.9
2403,3,1,1,1,1,0,1,1,4.3,2,3.6
2404,2,1,1,1,1,0,0,1,4,2,2.6
2405,4,1,1,1,1,0,1,1,3.65,1,3.4
2406,3,2,1,1,1,0,2,1,2.75,1,2.6
2407,1,1,1,0,0,0,0,1,2.35,0,2.7
2408,3,2,1,0,0,0,2,1,2.4,0,0.7
2409,2,1,1,0,0,0,1,0,3.8,1,3
2410,3,1,1,1,0,0,1,1,4.25,2,2.5
2411,4,1,0,0,0,0,1,1,1.65,0,1.7
2412,2,1,1,0,0,0,1,0,3.1,1,2.5
2413,2,1,0,0,0,0,1,1,3.55,1,1.8
2414,4,2,1,0,0,0,3,1,3.05,1,2.4
2415,2,2,0,0,0,0,2,1,4.3,2,3
2416,2,2,1,0,1,0,1,1,3.95,1,2.7
2417,1,1,0,0,0,0,0,1,2.3,0,2.2
2418,2,2,0,0,0,0,1,0,3.25,1,1.1
2419,2,1,1,1,1,0,0,1,3.6,1,3.2
2420,1,1,0,1,1,0,0,0,3.5,1,3.8
2421,4,1,0,0,0,0,1,0,2.45,0,2.2
2422,2,1,0,0,0,0,0,0,3.4,1,1.5
2423,1,1,1,0,1,0,0,0,3.35,1,3.1
2424,3,3,1,1,1,0,2,1,2.85,1,2
2425,2,1,1,0,0,0,0,1,3.6,1,3.1
2426,2,1,1,0,0,0,1,1,3.05,1,2.6
2427,3,1,0,1,1,0,1,1,3.3,1,1.7
2428,4,2,1,1,1,0,2,1,3.65,1,2.1
2429,1,1,0,0,0,0,0,0,3.9,1,2.9
2430,1,1,0,0,0,0,1,1,3.9,1,2
2431,4,2,1,1,1,0,2,1,2.15,0,1.8
2432,1,1,1,1,0,0,0,0,4.15,2,3.6
2433,3,2,1,1,1,0,1,1,4.4,2,1.6
2434,3,1,1,0,0,0,1,1,2.35,0,2.9
2435,2,1,1,0,0,0,1,1,4.05,2,3.5
2436,3,1,1,0,0,0,3,1,1.85,0,1.8
2437,2,1,1,0,0,0,2,1,2.6,0,3
2438,2,1,0,0,0,0,0,1,3.8,1,2.2
2439,2,1,0,1,0,0,0,1,3.15,1,3.9
2440,2,1,1,0,0,0,1,1,1.9,0,1.9
2441,2,1,1,0,0,0,0,1,3.8,1,4
2442,4,1,1,0,1,0,3,1,1.95,0,0.8
2443,2,3,1,1,1,0,1,0,2.6,0,3.1
2444,2,1,0,0,0,0,0,0,3.3,1,3.8
2445,2,2,0,0,0,0,2,1,2.7,0,1.8
2446,1,1,0,0,0,0,0,1,2.85,1,2.1
2447,2,1,1,1,1,0,2,1,2.7,0,3.4
2448,1,1,0,0,0,0,0,0,2.9,1,1.8
2449,4,1,0,0,0,0,1,1,2.45,0,3.7
2450,4,1,1,1,1,0,1,1,3.65,1,2.4
2451,3,1,1,0,0,0,1,1,2.55,0,3.9
2452,2,1,1,0,0,0,0,0,3.85,1,2.9
2453,4,2,1,0,0,0,2,1,3.3,1,2.3
2454,2,1,1,0,0,0,0,1,2.7,0,2.8
2455,2,1,1,0,0,0,1,0,3.65,1,2.2
2456,3,1,1,1,1,0,1,1,3.7,1,1.9
2457,4,2,1,0,1,0,1,1,3.35,1,3.6
2458,2,1,0,0,0,0,0,1,1.9,0,2.2
2459,2,1,0,0,0,0,0,0,4.5,2,1.2
2460,1,1,1,1,1,0,0,0,3.9,1,1.5
2461,3,1,0,1,1,0,0,0,3.75,1,1.7
2462,1,1,1,0,0,0,0,0,2.3,0,1.4
2463,1,1,0,0,0,0,0,1,3.3,1,2.3
2464,3,1,1,0,0,0,0,0,2.4,0,1.2
2465,4,1,1,0,1,0,1,1,4,2,1.5
2466,2,1,0,0,0,0,1,0,2.4,0,1.7
2467,2,1,1,0,0,0,1,1,2.3,0,2.5
2468,4,1,0,0,0,0,1,1,2.5,0,2.9
2469,3,1,1,0,1,0,1,1,3.85,1,3.4
2470,2,1,1,0,0,0,1,1,2.5,0,2.6
2471,2,2,1,1,1,0,1,1,4.1,2,3.3
2472,4,2,1,1,1,0,3,1,4.6,2,1.3
2473,1,1,1,1,1,0,1,0,2.7,0,2.5
2474,1,1,1,0,0,0,1,1,3.6,1,4.1
2475,3,3,0,0,0,0,2,1,1.7,0,1.1
2476,3,1,1,0,0,0,0,1,3.4,1,2.6
2477,2,1,1,0,0,0,1,1,4,2,3.3
2478,3,1,1,0,0,0,1,0,3,1,2.7
2479,4,2,1,1,1,0,3,1,2.7,0,1.1
2480,2,2,1,1,1,0,2,1,3.2,1,1.3
2481,2,3,1,1,1,0,1,1,3.05,1,2.1
2482,1,1,1,0,0,0,0,1,4.4,2,2.4
2483,2,2,0,0,0,0,2,1,1.95,0,3
2484,3,1,0,0,0,0,0,1,3.4,1,1.6
2485,2,2,0,0,1,0,2,1,2.05,0,1.8
2486,3,1,0,1,0,0,1,0,1.85,0,2
2487,3,1,1,1,0,0,1,1,4.15,2,1.8
2488,3,1,1,1,1,0,0,1,3.05,1,2.1
2489,2,1,0,0,0,0,1,1,3.55,1,3.1
2490,3,1,0,1,0,0,1,1,2.2,0,1.2
2491,4,2,1,1,1,0,1,1,3.45,1,2.1
2492,1,1,1,0,0,0,0,1,4.2,2,1.7
2493,2,1,1,0,0,0,0,1,3.8,1,2.9
2494,2,1,1,0,0,0,1,1,3.5,1,3.4
2495,4,1,1,1,1,0,1,1,3.5,1,2.8
2496,2,1,0,0,0,0,0,1,2.5,0,2.5
2497,1,1,0,0,0,0,0,0,4.35,2,4.2
2498,1,2,1,0,0,0,2,1,2.4,0,1.4
2499,2,1,1,1,0,0,0,1,3.6,1,3.5
2500,2,1,1,0,0,0,1,1,3.9,1,2.1
2501,4,1,0,1,1,0,1,1,2.95,1,2.1
2502,3,3,1,1,1,0,3,1,3.05,1,4
2503,2,1,0,0,0,0,0,1,2.6,0,3
2504,2,1,1,0,0,0,0,1,3.1,1,3.5
2505,2,2,1,0,0,0,3,1,3.1,1,0.7
2506,3,1,1,0,0,0,1,0,3.3,1,2.1
2507,2,1,1,0,0,0,1,1,3.4,1,1.7
2508,3,1,1,0,0,0,0,1,3,1,2.1
2509,2,2,0,0,0,0,1,1,2.4,0,2.1
2510,2,2,1,1,0,0,1,1,4.7,2,3.4
2511,2,1,0,0,0,0,0,1,3.55,1,2.1
2512,3,1,1,0,1,0,1,0,3.2,1,3.6
2513,3,2,0,0,0,0,1,1,2.05,0,2
2514,2,1,1,0,0,0,0,1,3.4,1,3.6
2515,3,2,1,0,0,0,2,1,2.05,0,2
2516,3,1,1,0,0,0,1,1,4.05,2,2.2
2517,3,2,1,0,0,0,2,0,2.95,1,2
2518,1,1,1,0,0,0,0,1,3.8,1,3.6
2519,1,1,0,0,0,0,0,0,2.85,1,2.2
2520,3,2,1,1,1,0,2,0,4.75,2,2.8
2521,4,1,1,1,1,0,1,1,3.45,1,2.3
2522,2,1,1,0,0,0,2,1,4.05,2,2.5
2523,2,1,0,0,0,0,1,1,2.9,1,2.8
2524,4,1,1,0,0,0,1,0,2.7,0,2.3
2525,2,1,1,1,0,0,0,1,3.75,1,3.1
2526,3,3,1,1,1,0,3,1,1.55,0,0.4
2527,3,1,1,0,0,0,1,0,3.9,1,2.1
2528,1,1,1,0,0,0,0,1,2.85,1,2.4
